#GENE	SH26-1095-Vehicle	SH26-1125-TDM1	SH26-1127-TDM1	SH26-1182-Combo	SH26-1196-TDM1	SH26-1226-Combo	SH26-1239-Combo	SH26-1259-Resist	SH26-1261-TAK	SH26-1270-TAK	SH26-1274-TAK	SH26-1275-Resist	SH26-1291-Resist	SH26-1313-Vehicle
Gm30085	0	1	2	0	1	0	0	0	0	0	1	0	3	0
Gm30091	0	0	3	1	0	3	0	0	0	1	3	1	0	0
Gm30093	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30094	0	0	0	0	0	0	0	0	0	1	2	0	0	0
Gm30097	0	0	0	0	0	0	0	0	1	0	1	9	0	0
Gm3010	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30108	10	5	1	2	2	1	1	2	3	5	1	0	1	6
Gm3011	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30117	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3012	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30122	21	3	8	3	3	9	10	13	5	15	15	10	3	9
Gm30124	23	6	11	3	5	17	6	6	1	7	12	6	3	8
Gm30127	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30132	0	0	1	0	0	0	3	0	0	3	0	11	1	0
Gm30146	0	0	1	0	0	1	3	0	0	0	2	1	1	0
Gm3015	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30155	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30159	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30162	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30165	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3017	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30172	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Gm30173	0	5	0	1	0	0	0	2	0	0	0	0	0	0
Gm30174	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30175	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30177	0	1	13	1	0	0	7	0	1	27	1	7	0	0
Gm30190	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30191	0	0	1	0	0	0	0	1	2	0	0	0	1	0
Gm30192	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30196	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30198	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3020	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30211	0	69	3	13	3	0	3	100	0	10	11	12	0	0
Gm30214	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Gm30228	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30232	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Gm30238	30	0	6	3	5	6	3	30	16	34	18	27	1	6
Gm30239	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30246	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3025	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30251	1	2	2	0	0	1	1	0	1	1	2	1	0	0
Gm30262	0	2	1	0	0	2	0	0	0	0	0	1	2	0
Gm3027	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30270	5	0	4	2	7	4	7	5	1	2	2	0	3	0
Gm30275	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3028	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30280	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Gm30285	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Gm30288	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3029	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30292	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3030	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30301	21	0	16	1	2	0	3	2	0	1	7	9	0	28
Gm30302	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30312	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30313	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30329	0	3	1	1	0	0	0	1	0	2	0	0	0	0
Gm3033	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30332	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30339	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Gm30340	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gm30341	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Gm30346	0	0	0	0	0	0	0	0	1	3	0	0	0	0
Gm30353	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30363	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Gm30371	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30373	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm30381	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30382	0	0	1	1	3	0	3	4	1	3	4	6	0	0
Gm30400	0	0	0	1	1	0	0	3	0	1	0	0	0	0
Gm30409	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30411	0	6	0	3	3	0	5	1	2	1	2	2	0	13
Gm30414	8	16	11	15	82	9	36	1	7	9	5	9	22	0
Gm30420	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3043	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30437	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm3045	0	2	0	0	2	2	2	0	0	0	0	0	0	0
Gm30454	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30459	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30467	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3047	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30484	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30489	0	0	0	0	0	0	0	0	0	1	0	3	0	0
Gm30498	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30504	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30505	0	5	0	0	0	0	0	0	0	0	0	0	0	0
Gm30517	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3052	19	5	1	3	3	5	4	0	1	1	1	1	2	19
Gm30524	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Gm3053	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30531	13	1	2	3	0	6	2	9	5	3	3	8	1	0
Gm30534	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3054	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30541	0	0	0	0	1	0	0	0	0	2	0	0	0	0
Gm3055	6	5	7	1	1	0	0	2	0	6	6	32	4	0
Gm30551	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Gm30556	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30557	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30563	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30564	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30567	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30570	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30571	31	351	93	637	414	704	630	354	737	560	315	97	393	65
Gm30584	2	0	0	0	0	0	1	0	2	0	0	0	0	1
Gm30593	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30598	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30600	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30606	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30613	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30619	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30624	6	0	2	3	0	0	5	0	0	0	0	2	0	0
Gm30638	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30641	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Gm30645	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30646	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30648	5	0	7	0	0	0	0	0	0	0	0	9	0	0
Gm30652	1	0	0	0	0	0	0	0	0	0	1	1	0	0
Gm30655	0	0	0	0	0	0	0	1	0	0	1	0	0	0
Gm30667	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30671	0	0	0	0	0	0	0	0	1	1	0	0	0	1
Gm30674	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30676	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30684	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30686	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30691	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Gm30692	4	0	0	0	0	0	1	0	0	0	0	0	0	0
Gm30694	0	0	0	0	5	0	0	0	0	0	0	0	0	0
Gm30695	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm30698	0	2	2	1	1	0	2	0	3	0	7	9	1	0
Gm30705	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30708	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Gm30709	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30717	7	0	14	4	2	4	10	0	1	5	1	0	0	32
Gm3072	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30725	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30726	0	0	4	0	0	0	0	2	0	0	0	2	0	0
Gm30731	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30735	0	2	0	0	0	0	0	0	0	0	2	0	0	0
Gm30737	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30738	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Gm30747	3	1	2	1	2	1	3	1	0	1	0	0	1	2
Gm3076	0	0	1	2	0	0	0	0	1	0	0	0	2	0
Gm3077	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30771	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30781	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30784	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30790	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm30794	19	2	10	4	2	0	2	3	0	3	4	6	0	0
Gm30806	4	9	1	3	7	0	0	3	1	5	1	1	7	0
Gm30808	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3081	0	4	0	0	0	0	0	0	0	1	0	0	0	0
Gm30835	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30839	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3084	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30849	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm30853	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30858	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3086	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Gm30873	9	2	1	0	0	0	0	1	0	0	1	0	0	0
Gm30881	0	12	5	0	7	0	0	6	3	6	9	6	1	0
Gm30889	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3089	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30893	7	0	0	0	0	0	0	1	0	4	0	0	0	0
Gm30906	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3091	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30928	16	5	20	4	17	5	8	26	3	21	16	33	5	6
Gm30929	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30931	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30932	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30933	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30934	1	0	0	0	0	0	2	0	0	0	0	2	0	0
Gm30938	0	5	5	0	12	2	4	2	0	8	10	19	2	0
Gm30946	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Gm30948	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Gm3095	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30954	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3096	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30961	5	0	5	0	3	0	7	0	0	2	2	4	0	0
Gm30970	0	21	7	11	9	10	6	9	4	8	14	9	16	0
Gm30978	1	0	1	2	0	0	0	10	0	0	0	9	0	0
Gm30984	8	2	7	6	11	1	7	6	5	1	4	6	0	0
Gm3099	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31013	0	1	0	0	0	0	0	0	0	0	1	0	0	0
Gm31019	0	0	0	1	0	0	0	1	0	0	0	1	0	0
Gm3102	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31024	21	14	8	0	5	5	0	20	2	11	8	4	4	0
Gm31025	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31026	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3103	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31036	3	0	0	7	0	3	0	0	1	0	1	0	3	0
Gm3104	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31045	0	0	0	2	0	0	1	0	0	0	0	0	0	0
Gm31048	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31049	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3106	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31063	5	0	0	0	2	0	0	2	0	6	0	1	0	0
Gm31070	1	0	0	0	1	0	0	0	1	0	0	0	0	0
Gm31072	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31084	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gm31086	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31087	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Gm31104	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31105	25	15	27	35	35	48	33	48	24	38	40	20	10	8
Gm31107	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Gm31108	0	3	1	0	0	0	0	3	0	1	0	1	0	0
Gm3111	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31121	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31123	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31126	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31135	0	2	1	0	0	0	0	0	0	0	0	0	0	0
Gm31138	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31143	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3115	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31152	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3116	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31166	27	16	20	20	51	40	62	38	75	84	74	52	23	30
Gm31172	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31181	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31182	2	6	0	0	0	0	0	0	0	2	0	0	0	0
Gm31186	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31191	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31205	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3121	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31211	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Gm31218	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31219	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm31224	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31227	0	0	0	1	1	0	0	0	0	0	3	2	0	28
Gm3123	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31230	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31243	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31251	0	0	3	0	0	0	0	0	0	1	2	6	2	0
Gm31256	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31258	0	0	0	1	0	0	0	1	0	0	0	1	0	0
Gm3126	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31260	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31265	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Gm31266	0	0	1	3	0	0	2	0	0	0	0	3	0	0
Gm31267	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3127	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31274	0	0	0	0	0	0	1	0	0	0	1	0	0	0
Gm31282	0	0	1	0	0	2	0	0	2	1	0	5	2	0
Gm31294	0	0	0	0	2	0	0	0	0	0	0	2	0	0
Gm31300	0	0	0	0	1	0	0	1	0	0	1	0	0	1
Gm31305	0	8	0	0	0	0	0	0	0	0	0	0	0	0
Gm31306	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3131	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Gm31314	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31323	0	0	1	1	0	2	0	2	2	1	3	0	0	0
Gm31326	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31328	0	1	0	0	0	0	0	1	1	0	1	3	0	7
Gm31333	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31335	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31342	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm31343	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31356	0	10	0	3	0	3	4	2	2	7	2	1	1	0
Gm31363	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gm31369	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Gm3137	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31371	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31373	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Gm31374	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Gm31378	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Gm3138	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3139	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31392	0	0	1	0	1	0	1	0	0	0	0	0	2	0
Gm31393	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3140	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31401	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31406	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31408	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Gm31409	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3141	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31410	0	3	2	0	0	0	0	0	3	1	2	0	0	0
Gm31415	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3142	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31422	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3143	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31432	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Gm31447	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3145	2	2	0	0	0	0	0	0	0	0	0	0	1	2
Gm31450	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31452	0	4	1	0	0	0	0	0	0	0	0	0	0	0
Gm31456	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Gm31458	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31462	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm31463	16	1	11	4	4	3	4	3	0	13	5	3	1	17
Gm31466	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3147	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31479	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Gm3148	2	0	1	0	1	0	0	0	0	0	1	0	0	0
Gm3149	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31497	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31499	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Gm3150	4	2	12	4	7	1	6	5	4	3	4	20	4	3
Gm31503	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31508	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gm31510	5	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31511	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31513	5	0	1	3	0	3	0	1	0	0	5	0	1	0
Gm31517	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31518	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31520	22	7	4	7	1	1	2	0	5	1	5	0	0	23
Gm31522	0	0	0	0	0	0	0	0	0	0	0	0	0	16
Gm31532	0	3	1	1	0	0	4	0	0	0	1	1	0	0
Gm31544	0	0	2	3	3	0	0	2	1	2	2	0	4	0
Gm31545	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31557	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31562	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31571	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31572	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31577	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31579	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31583	0	0	0	0	4	0	2	1	5	0	1	3	0	0
Gm3159	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31592	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31597	313	58	38	10	38	24	42	7	18	36	12	42	5	227
Gm3160	0	1	1	1	1	1	0	1	1	1	1	0	0	0
Gm31600	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31614	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31615	0	0	0	0	0	0	0	0	0	1	0	2	0	0
Gm31621	0	4	1	0	1	0	0	3	2	0	4	7	0	0
Gm31630	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3164	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31641	46	4	44	15	7	24	26	18	33	24	34	30	30	39
Gm31645	26	6	29	14	6	21	8	6	16	16	11	8	13	35
Gm31651	15	0	4	0	0	0	0	2	0	0	1	3	0	0
Gm31659	11	25	2	3	4	1	0	6	2	7	31	8	5	0
Gm31663	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31678	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Gm31683	8	8	21	14	5	12	11	17	13	13	14	3	9	31
Gm31693	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31698	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3170	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31706	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm31711	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Gm31717	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31718	63	27	36	15	21	7	9	13	10	4	12	10	8	74
Gm31727	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31728	19	0	7	1	2	5	6	4	0	6	2	1	1	0
Gm3173	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31747	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31748	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31749	0	0	3	2	2	0	0	0	4	2	0	2	0	8
Gm31752	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31759	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3176	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31763	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm31774	0	0	0	0	0	0	2	0	2	0	0	0	0	0
Gm31784	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31786	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31793	15	2	10	10	4	5	0	2	1	14	8	5	0	0
Gm31804	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31805	12	0	5	1	0	2	0	0	0	5	1	1	0	0
Gm31812	0	4	15	14	2	9	11	6	9	32	8	12	2	18
Gm31814	9	9	28	2	7	21	17	3	10	15	4	8	16	28
Gm31816	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31818	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31819	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3182	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31822	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3183	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31831	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31834	18	15	15	4	3	11	7	19	3	14	13	12	6	0
Gm31848	0	0	0	0	2	0	0	5	0	5	0	0	0	0
Gm31849	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31854	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31861	0	0	0	0	0	0	4	0	0	0	0	1	0	0
Gm3187	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3188	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31881	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31887	0	0	0	0	0	0	0	4	0	0	0	1	0	0
Gm3189	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31897	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31898	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31904	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31907	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31908	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3191	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Gm31912	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31925	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31931	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Gm31933	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31938	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gm3194	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31941	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31942	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31946	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gm3198	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31983	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31992	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3200	10	13	37	14	13	6	9	8	17	7	14	4	15	1
Gm32004	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Gm32005	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32014	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32017	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32023	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32025	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32027	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3203	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32031	177	20	25	13	19	38	19	31	30	42	30	21	19	101
Gm32033	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32036	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32050	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Gm32051	6	0	2	1	1	0	4	1	0	2	1	0	0	0
Gm32052	0	0	0	0	0	0	0	0	0	0	0	0	0	0
